transaction_text,category
Library fee INR 46589 TXN0f8e6458,education
Library fee INR 11011 TXNb0aa6e1c,education
Hotel booking INR 2072 TXNb2b2ba10,travel
Fixed deposit investment INR 2192 TXNd84ad828,investment
Flipkart order INR 35282 TXN072b99d8,shopping
Flipkart order INR 30021 TXNb9aedee9,shopping
College fees payment INR 37583 TXN3a4fca51,education
Flight ticket booking INR 35643 TXN69e9a3b6,travel
Mobile recharge INR 49646 TXNbcc74782,utilities
Lunch at hotel INR 47169 TXN5e4da5a2,food
Online course subscription INR 27912 TXN5b208faa,education
Bus ticket INR 42889 TXNeb86f0e6,travel
Fixed deposit investment INR 2162 TXN5fd9473c,investment
Exam fee INR 22894 TXN39380a36,education
Train ticket IRCTC INR 7743 TXN089a64fd,travel
Stock purchase INR 48390 TXN2e7416d4,investment
Mobile recharge INR 41519 TXN3b703892,utilities
Doctor consultation INR 40430 TXNbe95488f,healthcare
Car loan EMI INR 13612 TXNc65295c9,emi
Food court payment INR 23041 TXNe4d2802b,food
Concert ticket INR 39165 TXN884d1fdf,entertainment
Movie ticket booking INR 21260 TXNdfe945d6,entertainment
Clothing store bill INR 37584 TXN55d3a7b0,shopping
Online shopping payment INR 44568 TXNafc3229a,shopping
Ola cab INR 49208 TXNf3e6adf9,travel
Hospital bill INR 18224 TXN5cd527f4,healthcare
Car loan EMI INR 16412 TXN49898f33,emi
Personal loan installment INR 16273 TXNd7ceb7d9,emi
Medical test charges INR 9367 TXN44a57a18,healthcare
Electronics shopping INR 24637 TXNe7f4c356,shopping
College fees payment INR 41575 TXN8d76ff3c,education
Train ticket IRCTC INR 33841 TXN2cbb889d,travel
Clothing store bill INR 29848 TXNea6ab72b,shopping
Exam fee INR 38189 TXN33050e5e,education
Lunch at hotel INR 48069 TXN64c4e284,food
Bus ticket INR 30094 TXN9566da98,travel
Electricity bill payment INR 35074 TXN56a00584,utilities
Doctor consultation INR 28207 TXN774926c2,healthcare
PPF contribution INR 17648 TXN489ebdaf,investment
Gas bill payment INR 22185 TXN8d03aade,utilities
Movie ticket booking INR 37152 TXNb7a6caa8,entertainment
Exam fee INR 44781 TXNc76f4941,education
Swiggy order INR 6575 TXN24b68228,food
College fees payment INR 8192 TXN1d3ffaba,education
Credit card EMI INR 29968 TXN47a63d16,emi
Cafe coffee INR 13309 TXN370a7667,food
Personal loan installment INR 10468 TXNba97f777,emi
Amazon purchase INR 42949 TXNcffa5d24,shopping
Gas bill payment INR 5451 TXN02927466,utilities
Water bill INR 3443 TXNb4ba7e15,utilities
Pharmacy medicine purchase INR 47628 TXNc5088fa8,healthcare
PPF contribution INR 43007 TXN80c47dfb,investment
Bus ticket INR 6287 TXN8685d0d7,travel
Zomato dinner INR 31298 TXN9149d4d6,food
Ola cab INR 38957 TXNb24a5212,travel
Crypto investment INR 44613 TXN2e9fc7ba,investment
College fees payment INR 578 TXN35a655a2,education
Electricity bill payment INR 27726 TXN37aba6d7,utilities
Credit card EMI INR 4691 TXNeac66ae3,emi
PPF contribution INR 5904 TXN8162ac94,investment
Uber ride INR 20585 TXN6ea60c2c,travel
Gas bill payment INR 9036 TXN224a5f02,utilities
Doctor consultation INR 42096 TXNb44cffad,healthcare
Home loan EMI INR 34817 TXNa4f4a900,emi
Food court payment INR 42649 TXN03ec15eb,food
Credit card EMI INR 23065 TXN473d1e11,emi
Stock purchase INR 27031 TXN4292e7e2,investment
Online course subscription INR 5731 TXNe453d659,education
Ola cab INR 49362 TXNd267ab0b,travel
Hotel booking INR 47891 TXN9cbe334e,travel
Pharmacy medicine purchase INR 28190 TXN8d2154a1,healthcare
Water bill INR 16288 TXN8adb8df1,utilities
Amazon purchase INR 16313 TXN863b72e4,shopping
Concert ticket INR 45301 TXN1e60ed75,entertainment
Lunch at hotel INR 43199 TXNb9ab30b2,food
Flipkart order INR 33981 TXN529c676a,shopping
Movie ticket booking INR 49060 TXNe792359d,entertainment
Pharmacy medicine purchase INR 42397 TXNf0415414,healthcare
Lunch at hotel INR 15735 TXN87b4cda3,food
Library fee INR 7438 TXN901e2a9a,education
PPF contribution INR 41867 TXNfab4fcf9,investment
Hotel booking INR 840 TXN43688564,travel
Gas bill payment INR 8699 TXNcce87185,utilities
Medical test charges INR 23997 TXNc09e7040,healthcare
Movie ticket booking INR 30918 TXN8a22c4ec,entertainment
Uber ride INR 38543 TXN7edfd77e,travel
Uber ride INR 17232 TXNa3ce08d9,travel
Mutual fund SIP INR 4012 TXNeca6740a,investment
Pharmacy medicine purchase INR 41244 TXN9df0c518,healthcare
Game purchase INR 27809 TXNc63210bd,entertainment
Hospital bill INR 42028 TXNfbe525ab,healthcare
Movie ticket booking INR 18234 TXNf966d766,entertainment
Flight ticket booking INR 5228 TXNc9186b19,travel
Movie ticket booking INR 10232 TXN37b138a0,entertainment
Concert ticket INR 25656 TXNae418742,entertainment
Flight ticket booking INR 45838 TXN72d6ddf4,travel
Doctor consultation INR 3844 TXN932daac9,healthcare
Mutual fund SIP INR 28524 TXN8e9e27b0,investment
Train ticket IRCTC INR 40177 TXN7533c2b4,travel
Restaurant bill INR 43702 TXN0ee3d1f1,food
Home loan EMI INR 880 TXN85781bd5,emi
Home loan EMI INR 10786 TXN8069b00c,emi
Exam fee INR 34325 TXN063f22cd,education
Concert ticket INR 10992 TXN2e8e7ae1,entertainment
Water bill INR 49187 TXN3c2242c8,utilities
Amazon purchase INR 1973 TXN154d0083,shopping
Internet recharge INR 17874 TXN88d4f1c4,utilities
Netflix subscription INR 17282 TXN4aebb947,entertainment
Train ticket IRCTC INR 29881 TXNc49c4135,travel
Concert ticket INR 3683 TXNf8415f5f,entertainment
Online course subscription INR 24146 TXN384e1263,education
Personal loan installment INR 6793 TXN859794c6,emi
Ola cab INR 48597 TXN6c420270,travel
Netflix subscription INR 2936 TXN3f67eb20,entertainment
Zomato dinner INR 3063 TXNf2034f4e,food
Exam fee INR 25148 TXN98d2f90c,education
Car loan EMI INR 2367 TXNfb509eea,emi
Game purchase INR 14763 TXNdb0ad989,entertainment
Water bill INR 27329 TXN84882809,utilities
Gas bill payment INR 5154 TXNc8c62edb,utilities
Electricity bill payment INR 32951 TXN0e9828a6,utilities
Zomato dinner INR 14676 TXN5a313c6e,food
Netflix subscription INR 26325 TXNe0460403,entertainment
Train ticket IRCTC INR 18551 TXNf64a44a2,travel
Clothing store bill INR 5711 TXN8e438261,shopping
Game purchase INR 572 TXNa7306afc,entertainment
Water bill INR 19159 TXNae910fd6,utilities
Online shopping payment INR 15947 TXNb6bb53d8,shopping
Exam fee INR 38827 TXNbf0561d6,education
Online course subscription INR 48052 TXN28a01802,education
Movie ticket booking INR 9917 TXNe9fe9595,entertainment
Cafe coffee INR 1616 TXN4c60f769,food
Crypto investment INR 22753 TXNb87f5d83,investment
Restaurant bill INR 145 TXN9468013a,food
Pharmacy medicine purchase INR 6862 TXN1c8b49b0,healthcare
Crypto investment INR 15658 TXNd26994c5,investment
Medical test charges INR 3975 TXNf635d5b2,healthcare
Personal loan installment INR 6146 TXN0f20d733,emi
Zomato dinner INR 34112 TXN8f3c2b5f,food
Pharmacy medicine purchase INR 30095 TXNc4616d74,healthcare
Hotel booking INR 6313 TXNd8e6bcb8,travel
Movie ticket booking INR 41810 TXN9808dfe3,entertainment
Hospital bill INR 38840 TXNba5fcc96,healthcare
Cafe coffee INR 43463 TXN45407abf,food
Car loan EMI INR 19165 TXN806f377b,emi
Clothing store bill INR 25802 TXNf337a8bb,shopping
Gas bill payment INR 29721 TXN7716800c,utilities
Flipkart order INR 4944 TXNb1b71847,shopping
Stock purchase INR 38369 TXNe5bb980e,investment
Ola cab INR 6974 TXNa0467473,travel
Credit card EMI INR 30593 TXN29dec49e,emi
Internet recharge INR 7962 TXN4c22c283,utilities
Concert ticket INR 13657 TXN88f4a890,entertainment
Exam fee INR 30415 TXNcc4b39e9,education
Amazon purchase INR 5975 TXN1c0ed868,shopping
Personal loan installment INR 46233 TXNca450e92,emi
Zomato dinner INR 21532 TXN49af5db9,food
Home loan EMI INR 46656 TXN97c64019,emi
Fixed deposit investment INR 26018 TXNda98377a,investment
Netflix subscription INR 44429 TXN13efbafd,entertainment
Clothing store bill INR 11444 TXN6c7b7cf3,shopping
Cafe coffee INR 29685 TXNef2151f4,food
Movie ticket booking INR 6257 TXNfb35282f,entertainment
College fees payment INR 9211 TXNb17f216e,education
Uber ride INR 4091 TXN0cfbe344,travel
Stock purchase INR 13034 TXNb935b31d,investment
Pharmacy medicine purchase INR 45026 TXNf3d38641,healthcare
Hotel booking INR 38461 TXN432eadaa,travel
Amazon purchase INR 1478 TXNee19ea15,shopping
Ola cab INR 42385 TXNba2782bf,travel
Online course subscription INR 6077 TXN315cf5a8,education
Electricity bill payment INR 2848 TXN87e0a6bd,utilities
College fees payment INR 11059 TXN483d715f,education
Medical test charges INR 32564 TXN72c88be1,healthcare
Cafe coffee INR 44825 TXN643a19d5,food
Doctor consultation INR 23246 TXN117cd823,healthcare
Stock purchase INR 18071 TXN18baeec3,investment
Electronics shopping INR 9790 TXN7ee0344b,shopping
Food court payment INR 40628 TXN6ebf049d,food
Fixed deposit investment INR 32745 TXNf0466e37,investment
Medical test charges INR 4046 TXN990ca29a,healthcare
Flight ticket booking INR 25151 TXN735bfcfa,travel
Credit card EMI INR 13121 TXN521880e8,emi
Movie ticket booking INR 41387 TXNb11dc48c,entertainment
Netflix subscription INR 25117 TXN00dde53a,entertainment
Internet recharge INR 35735 TXNf9484037,utilities
Exam fee INR 37120 TXN4dbd0aff,education
Concert ticket INR 25502 TXNfdf4a15c,entertainment
Flipkart order INR 1758 TXN8ca4fec0,shopping
Mobile recharge INR 14403 TXN437d9a96,utilities
Lunch at hotel INR 18461 TXN368c9962,food
Lunch at hotel INR 30962 TXN0f69d2f5,food
Concert ticket INR 38322 TXNc8ff757c,entertainment
Stock purchase INR 6612 TXNe33e106d,investment
Stock purchase INR 17517 TXNd74e4200,investment
Netflix subscription INR 14429 TXN44dd867b,entertainment
Pharmacy medicine purchase INR 11434 TXNb383421d,healthcare
Car loan EMI INR 38881 TXNd35d5ba7,emi
Gas bill payment INR 38818 TXNfc74f260,utilities
Pizza delivery INR 45961 TXN8346ef44,food
Mobile recharge INR 36986 TXN04f53d70,utilities
Bike loan EMI INR 12386 TXN0a39ab79,emi
Exam fee INR 11555 TXN38cf77b6,education
College fees payment INR 5965 TXNaf29c185,education
Zomato dinner INR 39480 TXNece6ce1a,food
Mutual fund SIP INR 34551 TXNa03564b7,investment
College fees payment INR 21790 TXNcbcb9f51,education
Stock purchase INR 22381 TXNa69c5998,investment
Personal loan installment INR 3953 TXNbb82e1e6,emi
Zomato dinner INR 38494 TXNe5fe7c8b,food
Home loan EMI INR 34541 TXNb37c9ec9,emi
Electricity bill payment INR 24533 TXNac75bc5a,utilities
Hospital bill INR 22106 TXN8a7a39f0,healthcare
Clothing store bill INR 8992 TXN536f0859,shopping
Credit card EMI INR 41944 TXN8a7ce72c,emi
Exam fee INR 11466 TXN7149e01f,education
Concert ticket INR 14680 TXNad00b1f6,entertainment
Credit card EMI INR 20157 TXN1b679f1e,emi
Flipkart order INR 11696 TXNd3b790cc,shopping
Pizza delivery INR 37591 TXNe65edd4a,food
Hospital bill INR 11982 TXNaef0ad5f,healthcare
Mobile recharge INR 14526 TXN47cec60c,utilities
Train ticket IRCTC INR 9267 TXN76e335db,travel
Electricity bill payment INR 15647 TXNe286250e,utilities
Gas bill payment INR 11052 TXN154221c7,utilities
Bus ticket INR 43960 TXN35ddc223,travel
Internet recharge INR 796 TXN32891dbb,utilities
Flipkart order INR 16403 TXN5ec25e8a,shopping
Flight ticket booking INR 16870 TXN6ba0cfdf,travel
Bus ticket INR 133 TXNaf9176e5,travel
Cafe coffee INR 28769 TXN36495fb5,food
Doctor consultation INR 27183 TXNb610b77e,healthcare
Library fee INR 23068 TXN9fd1cd1e,education
Game purchase INR 6697 TXN21f7cdec,entertainment
Online course subscription INR 10709 TXNa86ab3ce,education
College fees payment INR 2239 TXNe71d4824,education
Amazon purchase INR 20937 TXN7b9af857,shopping
Amazon purchase INR 4912 TXNcce8ed9f,shopping
Water bill INR 24656 TXNe32dadf9,utilities
Home loan EMI INR 35901 TXN4fb0b9db,emi
Flight ticket booking INR 38980 TXN98d49112,travel
College fees payment INR 28317 TXNe40fa12e,education
Bike loan EMI INR 28505 TXNf6e8ab3a,emi
Home loan EMI INR 6686 TXNa897eba8,emi
Water bill INR 12500 TXNe0f8362a,utilities
Pharmacy medicine purchase INR 43342 TXN21c7d5e5,healthcare
Clothing store bill INR 15617 TXN046b3a9a,shopping
Uber ride INR 25799 TXN6c722f6f,travel
Game purchase INR 10115 TXN147f7553,entertainment
Restaurant bill INR 300 TXN8244abe2,food
Hospital bill INR 19353 TXNbebd54c4,healthcare
Online course subscription INR 6406 TXN7bf8d6ed,education
Zomato dinner INR 11245 TXN4ce4fa2b,food
Amazon purchase INR 31085 TXN52544acc,shopping
Flight ticket booking INR 26098 TXNc113c920,travel
Library fee INR 43371 TXN1a34f0db,education
Amazon purchase INR 42115 TXN4ac1763e,shopping
Game purchase INR 12166 TXNe025a2b4,entertainment
Internet recharge INR 24259 TXNcc707931,utilities
Credit card EMI INR 2974 TXN867e256a,emi
Electronics shopping INR 30528 TXN2f724e5e,shopping
Flipkart order INR 17650 TXN93600ec5,shopping
Zomato dinner INR 49348 TXNc81be6ec,food
Uber ride INR 43837 TXN8cee5ada,travel
Mobile recharge INR 27181 TXN00bece9e,utilities
Crypto investment INR 4046 TXN830bf44a,investment
Medical test charges INR 35145 TXN502e8965,healthcare
Online course subscription INR 31262 TXN0c0d7770,education
Amazon purchase INR 25923 TXN763084a7,shopping
Food court payment INR 37485 TXNdcf0d17d,food
Movie ticket booking INR 7932 TXN281c1ba5,entertainment
Online course subscription INR 11005 TXNfe8db4b9,education
Stock purchase INR 8319 TXN0e7b1ae8,investment
Cafe coffee INR 5185 TXN274c73f3,food
Doctor consultation INR 41155 TXN450e9a29,healthcare
Bike loan EMI INR 16950 TXN508dd21a,emi
Electricity bill payment INR 5753 TXN36440328,utilities
Medical test charges INR 36229 TXN5476dce7,healthcare
Gas bill payment INR 34108 TXNb26429e1,utilities
College fees payment INR 45952 TXNabf57b66,education
Game purchase INR 7424 TXNd8d4290c,entertainment
Doctor consultation INR 9762 TXN2679aa9a,healthcare
Uber ride INR 36926 TXN104fe85c,travel
Flight ticket booking INR 35153 TXN327e7827,travel
Internet recharge INR 17360 TXNf1f6d43a,utilities
Medical test charges INR 37538 TXN510b8e0d,healthcare
College fees payment INR 11335 TXN710ef543,education
Electronics shopping INR 9477 TXN0136a288,shopping
Hospital bill INR 25988 TXN641bd73a,healthcare
Water bill INR 3280 TXNefc57031,utilities
Exam fee INR 24458 TXNcdd8427d,education
Restaurant bill INR 19911 TXN6c0c2b8a,food
Clothing store bill INR 32268 TXNf2cc6e4c,shopping
Ola cab INR 8857 TXN15d983ad,travel
Electronics shopping INR 21078 TXN3b132279,shopping
Electronics shopping INR 39697 TXN93173183,shopping
Ola cab INR 28998 TXNc5f9d086,travel
PPF contribution INR 48608 TXN60ea5ac0,investment
Exam fee INR 3733 TXN15041472,education
Movie ticket booking INR 4350 TXNac0a6f38,entertainment
Online shopping payment INR 26486 TXN1847624e,shopping
Bike loan EMI INR 37318 TXN36d40bea,emi
Zomato dinner INR 12682 TXN22f0e09d,food
Mutual fund SIP INR 16400 TXNe465dd34,investment
Cafe coffee INR 3363 TXN743cfd34,food
Water bill INR 18005 TXN2caccc75,utilities
Internet recharge INR 33153 TXN6fa47e52,utilities
Hospital bill INR 44691 TXNa5dd6be7,healthcare
Zomato dinner INR 24459 TXN3ad8d481,food
Library fee INR 11688 TXNb5c11397,education
Exam fee INR 22610 TXN0ee40f6e,education
Personal loan installment INR 49133 TXNd776068e,emi
Flight ticket booking INR 1848 TXNfd464f59,travel
Hospital bill INR 10726 TXN6c694b95,healthcare
Stock purchase INR 42476 TXN3d9ede0a,investment
Stock purchase INR 17684 TXN9e906b76,investment
Hospital bill INR 44758 TXN81d1c271,healthcare
Cafe coffee INR 8721 TXN4c441283,food
Bike loan EMI INR 604 TXN11d14385,emi
Fixed deposit investment INR 39918 TXN28e09f04,investment
Clothing store bill INR 27824 TXN0a36cad3,shopping
Pharmacy medicine purchase INR 30130 TXN87ca74a8,healthcare
Flipkart order INR 30635 TXN50c36e01,shopping
Online shopping payment INR 40918 TXN802fad6b,shopping
Hospital bill INR 531 TXNa4f4470f,healthcare
Concert ticket INR 36845 TXN0425d91c,entertainment
Clothing store bill INR 44903 TXNe6161c1b,shopping
Train ticket IRCTC INR 4233 TXNcc49f2e3,travel
Gas bill payment INR 42032 TXNb55436bd,utilities
Gas bill payment INR 17164 TXNfe3f897f,utilities
Flipkart order INR 9875 TXNd135f6ef,shopping
Movie ticket booking INR 3770 TXNce7f9bd3,entertainment
Pharmacy medicine purchase INR 44664 TXN6c0fc654,healthcare
Home loan EMI INR 43002 TXN59119d56,emi
Exam fee INR 17051 TXN57ff8ca1,education
Medical test charges INR 25495 TXN8d77d347,healthcare
Food court payment INR 46454 TXNd104fa6c,food
Fixed deposit investment INR 47665 TXN0ce9999b,investment
Crypto investment INR 41882 TXNac959bca,investment
Exam fee INR 33297 TXNa6b4def3,education
Flipkart order INR 43147 TXNffe9813a,shopping
Movie ticket booking INR 19303 TXN26b66b03,entertainment
Train ticket IRCTC INR 8434 TXNf312ac32,travel
Online shopping payment INR 12047 TXNdb022f0c,shopping
Electricity bill payment INR 14615 TXN3ff107ac,utilities
Water bill INR 48822 TXNd970bdfa,utilities
Electronics shopping INR 21763 TXN93a00055,shopping
Gas bill payment INR 38425 TXN6f12e01d,utilities
Electronics shopping INR 7768 TXNdc44d147,shopping
College fees payment INR 41625 TXNb762da80,education
Train ticket IRCTC INR 12799 TXN732e3999,travel
Netflix subscription INR 44660 TXNbb103728,entertainment
Pharmacy medicine purchase INR 27123 TXN6fff0725,healthcare
Lunch at hotel INR 9931 TXN6d05557a,food
Car loan EMI INR 22507 TXNd1c57a97,emi
Medical test charges INR 9436 TXN4d0252eb,healthcare
Water bill INR 5346 TXN519870d8,utilities
Exam fee INR 41405 TXNe8ad62f2,education
Personal loan installment INR 41632 TXN02e8330e,emi
Swiggy order INR 29675 TXN8edc74df,food
Flipkart order INR 49935 TXNd0c1de89,shopping
Bike loan EMI INR 10433 TXNe3b65438,emi
College fees payment INR 8530 TXNad3fad03,education
Medical test charges INR 26486 TXN79b8f7e2,healthcare
Medical test charges INR 25171 TXN74d082d1,healthcare
Swiggy order INR 35031 TXNee77bf43,food
Fixed deposit investment INR 972 TXN667da0ae,investment
Mobile recharge INR 12539 TXN5dd0fee4,utilities
Pizza delivery INR 320 TXN7c7c1a63,food
Stock purchase INR 45500 TXN46255898,investment
Gas bill payment INR 8499 TXNd0e08d7f,utilities
Train ticket IRCTC INR 33036 TXNc7b35217,travel
Flipkart order INR 4328 TXNf7a876e5,shopping
Restaurant bill INR 19109 TXN83a4e04f,food
Exam fee INR 28470 TXNed77597e,education
Personal loan installment INR 32174 TXN32f55588,emi
Water bill INR 10855 TXN36962896,utilities
Hospital bill INR 15019 TXN91179bd5,healthcare
Stock purchase INR 13890 TXN6417a090,investment
Food court payment INR 33121 TXNd7cd7f89,food
Home loan EMI INR 24074 TXN59694429,emi
Cafe coffee INR 42014 TXN0f3b7149,food
Online shopping payment INR 40887 TXNe1e4a9fb,shopping
Food court payment INR 3193 TXN3e54a262,food
Bus ticket INR 1343 TXN6b7f757c,travel
Pizza delivery INR 7638 TXNac50dc90,food
Medical test charges INR 24970 TXN719e558c,healthcare
Hotel booking INR 16613 TXNd2a5629a,travel
Online course subscription INR 13517 TXNdc32779d,education
Restaurant bill INR 27632 TXN4cfb1c69,food
Bus ticket INR 34148 TXNe8d2bd1f,travel
Online shopping payment INR 39740 TXNa2718c2a,shopping
Credit card EMI INR 6925 TXNc0db826e,emi
Netflix subscription INR 18577 TXNa675585d,entertainment
Uber ride INR 32669 TXNd4c52410,travel
Crypto investment INR 13140 TXN3327fe32,investment
Online shopping payment INR 13266 TXN5ebeafe6,shopping
Internet recharge INR 19406 TXN46bdf4ce,utilities
Home loan EMI INR 35972 TXNc5b55cf5,emi
Online course subscription INR 45152 TXNd234eb5b,education
Exam fee INR 15418 TXN5b26efef,education
Swiggy order INR 44066 TXNa4f62601,food
Uber ride INR 37677 TXN4786920d,travel
Online course subscription INR 5953 TXN192fcf92,education
Netflix subscription INR 47469 TXN6f7ea629,entertainment
Flight ticket booking INR 42277 TXN14ddeb38,travel
PPF contribution INR 19450 TXNeb97875c,investment
Electronics shopping INR 3332 TXNcf734571,shopping
Ola cab INR 2635 TXN0864d2cd,travel
Clothing store bill INR 44402 TXN4045f8eb,shopping
Internet recharge INR 48450 TXNd07c17bc,utilities
Uber ride INR 49739 TXN55773ad6,travel
Swiggy order INR 9119 TXN090715ed,food
Personal loan installment INR 23480 TXN018ba34d,emi
Exam fee INR 48092 TXN25581110,education
Flight ticket booking INR 22510 TXN053be0be,travel
Home loan EMI INR 26315 TXNd52f476b,emi
Medical test charges INR 17864 TXNf0d25041,healthcare
Medical test charges INR 27689 TXN841a7b0c,healthcare
Home loan EMI INR 8734 TXN1a617b4a,emi
Lunch at hotel INR 10496 TXNd292f987,food
Train ticket IRCTC INR 38765 TXN80d1e32c,travel
Library fee INR 11929 TXNb477e82e,education
Pharmacy medicine purchase INR 40115 TXNbde6e2ea,healthcare
Lunch at hotel INR 44907 TXN7231a0a9,food
Credit card EMI INR 32039 TXN81c8146a,emi
Train ticket IRCTC INR 28930 TXN9e70f74e,travel
Swiggy order INR 17195 TXN41f35930,food
Electricity bill payment INR 46224 TXN4486fb21,utilities
Movie ticket booking INR 43948 TXN71f682c7,entertainment
Mobile recharge INR 34332 TXN675faaa3,utilities
Train ticket IRCTC INR 43416 TXN0bbcf0ce,travel
PPF contribution INR 22709 TXN8352fa61,investment
Doctor consultation INR 36641 TXNa7a9aa04,healthcare
Swiggy order INR 42215 TXNa51b8cd4,food
Bike loan EMI INR 30805 TXNb6d72c23,emi
Online course subscription INR 4956 TXNa6c5e971,education
Exam fee INR 15837 TXNc6899f42,education
Gas bill payment INR 3349 TXN08022718,utilities
Movie ticket booking INR 36127 TXN53f2eae6,entertainment
Medical test charges INR 15450 TXN675cc9b2,healthcare
Train ticket IRCTC INR 29160 TXN25b54905,travel
College fees payment INR 32716 TXN2d1f1b12,education
Exam fee INR 7829 TXNb3f0780f,education
College fees payment INR 6776 TXNa4981a48,education
Medical test charges INR 2398 TXNbb354d15,healthcare
Netflix subscription INR 6006 TXN18ca3e6e,entertainment
Online shopping payment INR 36903 TXNc18a4ac1,shopping
PPF contribution INR 22388 TXN4d073e71,investment
Electricity bill payment INR 14659 TXNce5b9ec3,utilities
Exam fee INR 36760 TXN5d64700f,education
Exam fee INR 46968 TXN6ab1d99c,education
College fees payment INR 6435 TXN6696f6de,education
Mutual fund SIP INR 22421 TXN3bbb7e82,investment
Gas bill payment INR 35943 TXN16d81a96,utilities
Concert ticket INR 46062 TXNf42e0824,entertainment
Uber ride INR 10808 TXN394d6c18,travel
Online course subscription INR 47029 TXNc836d930,education
Hospital bill INR 16715 TXNec64109e,healthcare
Stock purchase INR 7963 TXN054495c5,investment
Doctor consultation INR 30002 TXNb8dd5d24,healthcare
Fixed deposit investment INR 7112 TXN8717ca30,investment
Hospital bill INR 41550 TXNa8aeb092,healthcare
Train ticket IRCTC INR 30025 TXNd74c6aff,travel
Movie ticket booking INR 32741 TXNae1deb66,entertainment
Food court payment INR 48298 TXN3a86b320,food
Food court payment INR 28414 TXNff8b61b4,food
Online course subscription INR 45388 TXN6722a6bb,education
Car loan EMI INR 6836 TXNd5df4881,emi
Pharmacy medicine purchase INR 33087 TXNb08df7a7,healthcare
Medical test charges INR 39961 TXN7758f8ac,healthcare
Fixed deposit investment INR 26124 TXN181137ec,investment
Gas bill payment INR 29727 TXN3f4e3a1d,utilities
Car loan EMI INR 27099 TXN85c6ec2f,emi
Concert ticket INR 46023 TXNfa20639a,entertainment
Concert ticket INR 46703 TXNbb450db7,entertainment
Movie ticket booking INR 13215 TXN05fb8ccd,entertainment
Crypto investment INR 46867 TXN9fa7312c,investment
Clothing store bill INR 44114 TXN55d2a674,shopping
Car loan EMI INR 33073 TXN9abf8d6c,emi
Concert ticket INR 46603 TXN9727218e,entertainment
Flight ticket booking INR 36899 TXNc7b26ecc,travel
Library fee INR 44237 TXN5fecd5d4,education
Concert ticket INR 27731 TXNf0f26524,entertainment
Food court payment INR 7027 TXN172cfe50,food
Cafe coffee INR 9574 TXN887b6db9,food
Pizza delivery INR 3759 TXNcf2364dd,food
Fixed deposit investment INR 49214 TXNd1a89a37,investment
Personal loan installment INR 44836 TXNb83ca2b8,emi
Flipkart order INR 4115 TXN861d3bc3,shopping
Flipkart order INR 49437 TXNcc85e6f4,shopping
Netflix subscription INR 23556 TXNd55dc90f,entertainment
College fees payment INR 40427 TXN97a384f9,education
Movie ticket booking INR 48704 TXNae143984,entertainment
Game purchase INR 15621 TXN35b2bdc7,entertainment
Concert ticket INR 45462 TXN6e9cb599,entertainment
Cafe coffee INR 25448 TXNe4d1dd10,food
Pharmacy medicine purchase INR 36234 TXN300e25f5,healthcare
Swiggy order INR 48787 TXNd40bd724,food
Flipkart order INR 40719 TXN67d7b1e1,shopping
Online course subscription INR 41585 TXN1149593c,education
Mobile recharge INR 35872 TXNbb810e3c,utilities
Stock purchase INR 19329 TXNc085b119,investment
Online course subscription INR 44788 TXN72d78de1,education
Ola cab INR 11439 TXN0b9cb15b,travel
Netflix subscription INR 24770 TXN4b6e966f,entertainment
Cafe coffee INR 18341 TXN7e7c73f5,food
Concert ticket INR 8574 TXNe1c7eb56,entertainment
Bike loan EMI INR 16762 TXN39a15d7c,emi
Restaurant bill INR 30611 TXNd4ac32bc,food
Home loan EMI INR 10123 TXNb3d76dac,emi
Mobile recharge INR 3382 TXNc0a8f860,utilities
Electronics shopping INR 37580 TXNbb917fa2,shopping
Concert ticket INR 4826 TXN381a5e8c,entertainment
Mobile recharge INR 14465 TXN7a3ce84f,utilities
Bike loan EMI INR 4518 TXN779ce77f,emi
Movie ticket booking INR 27308 TXNb59cd592,entertainment
Game purchase INR 6075 TXNcaf41371,entertainment
Water bill INR 14032 TXN9de36781,utilities
Gas bill payment INR 23695 TXN82fcb994,utilities
Flipkart order INR 49376 TXN3f907764,shopping
Game purchase INR 36837 TXN71ee5092,entertainment
Swiggy order INR 43889 TXNb84c8d9b,food
Internet recharge INR 15801 TXNe2d52353,utilities
Mutual fund SIP INR 44781 TXNa540d33c,investment
Internet recharge INR 7480 TXN27a6eae2,utilities
Pharmacy medicine purchase INR 35454 TXN01aeb5fb,healthcare
Amazon purchase INR 33923 TXN1e3d7cd6,shopping
Mobile recharge INR 33390 TXN00fe46e8,utilities
Library fee INR 2923 TXN8a42ad2c,education
Flipkart order INR 21042 TXN16c4bcff,shopping
Netflix subscription INR 6338 TXN0f9ce61c,entertainment
Bike loan EMI INR 34994 TXNc5dcc3bd,emi
Pizza delivery INR 4340 TXNd3dd3955,food
Stock purchase INR 44968 TXNff568abb,investment
Hospital bill INR 13522 TXN65cbcf93,healthcare
Game purchase INR 42423 TXN4a914a6b,entertainment
Bus ticket INR 45010 TXN2a1663d8,travel
Home loan EMI INR 30145 TXN94c378de,emi
Electricity bill payment INR 5785 TXN5bbf12d8,utilities
Uber ride INR 11714 TXNe1a0db0f,travel
Online shopping payment INR 4666 TXN1e815ab9,shopping
Fixed deposit investment INR 26764 TXN9a9fcd83,investment
Medical test charges INR 41351 TXN0a10b7d2,healthcare
Medical test charges INR 20785 TXN75d5e111,healthcare
